-7.587190,-7.584393,-7.581082,-7.591501
-7.384998,-7.368579,-7.399157,-7.376524
-7.162138,-7.110091,-7.138352,-7.162262
-6.820122,-6.822211,-6.861662,-6.862868
-6.529296,-6.517046,-6.530003,-6.576603
-6.171661,-6.107055,-6.337015,-6.253293
-5.721467,-5.694030,-5.707794,-5.882541
-5.307954,-5.247833,-5.252742,-5.485372
-4.772271,-4.756796,-4.757422,-4.920732
-4.230285,-4.202875,-4.220610,-4.377218
-3.763476,-3.525582,-3.580542,-3.783883
-2.885486,-2.807234,-2.798346,-3.400563
-7.770971,-7.699538,-7.994256,-7.788205
-7.530175,-7.404912,-7.692827,-7.662476
-7.258803,-7.086309,-7.513661,-7.420810
-7.012579,-6.727612,-7.289144,-7.105969
-6.595566,-6.309979,-7.784729,-6.815002
-6.070713,-5.867991,-8.024462,-6.386585
-5.558088,-5.372521,-5.607754,-5.620803
-5.310347,-4.860682,-5.227392,-5.363178
-4.749900,-4.289613,-4.447349,-4.699348
-4.309959,-3.697023,-3.768694,-4.287623
-3.483540,-2.875242,-3.787365,-3.522317
-2.791874,-2.318057,-1.992290,-3.296729
-7.936989,-8.942635,-8.202430,-8.023091
-7.633446,-7.716563,-40.559807,-7.644492
-6.322918,-6.277050,-54.375883,-6.232037
-6.641430,-6.603739,-35.484468,-8.635846
-6.519574,-7.958637,-35.747557,-6.574711
-5.651077,-5.649954,-54.305505,-5.645164
-5.648256,-7.094817,-19.471495,-6.463861
-5.151336,-7.094678,-42.519314,-5.093603
-4.172011,-3.985615,-42.525976,-4.595178
-3.884143,-2.810673,-19.239024,-4.989168
-2.093927,-1.999536,-35.637666,-2.250573
-2.410041,-1.761454,-1.000000,-2.425769
-8.138698,-88.334900,-8.303167,-11.203303
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
